Time,head.X_worldpos,head.Y_worldpos,head.Z_worldpos,lHand.X_worldpos,lHand.Y_worldpos,lHand.Z_worldpos,rHand.X_worldpos,rHand.Y_worldpos,rHand.Z_worldpos,head.X_rotations,head.Y_rotations,head.Z_rotations,lHand.X_rotations,lHand.Y_rotations,lHand.Z_rotations,rHand.X_rotations,rHand.Y_rotations,rHand.Z_rotations,hip.X_worldpos,hip.Y_worldpos,hip.Z_worldpos,lFoot.X_worldpos,lFoot.Y_worldpos,lFoot.Z_worldpos,rFoot.X_worldpos,rFoot.Y_worldpos,rFoot.Z_worldpos,hip.X_rotations,hip.Y_rotations,hip.Z_rotations,lFoot.X_rotations,lFoot.Y_rotations,lFoot.Z_rotations,rFoot.X_rotations,rFoot.Y_rotations,rFoot.Z_rotations
0.26666656,52.55890935190825,144.51664762623298,-94.42737721431824,72.11612768858555,106.54976391871055,-97.92639797971684,34.919202788205425,86.64598029800919,-85.87196581402165,-2.88543,-4.91027,-0.752448,0.122001,-0.0171462,1.82551e-05,-12.0472,-1.71878,-0.181381,52.7156,83.2391,-95.7872,67.33630866952434,8.2812449547122,-109.0725497040414,43.28599980879601,8.09718596692106,-110.463376624613,-1.41032,-3.4089699999999996,-2.07863,-14.1404,4.38756,1.47654,-8.87918,-12.6361,-3.46475
0.27499989,52.5067448456446,144.54748222637983,-94.41876404207363,71.89788310805693,106.63412861052149,-98.57460050892674,35.03676020045077,86.76040923226284,-85.96025289889944,-3.41395,-4.90949,-0.839532,0.64858,-0.0911429,0.000574519,-12.2777,-1.75272,-0.188575,52.707,83.2884,-96.1436,67.31601857387778,8.326456829652294,-109.25114033119853,43.27583844581705,8.134191525025216,-110.62281815120531,-1.21106,-3.4450300000000005,-2.18188,-14.0864,4.40343,1.47888,-8.74346,-12.5235,-3.40617
0.28333322,52.47337667418786,144.54046044129512,-94.21123616995784,71.6276800922013,106.69946265847028,-99.11246404893535,35.19637966107935,86.87272182718173,-85.8314082544588,-3.9407099999999997,-4.93849,-0.9325680000000001,1.16506,-0.163745,0.00155109,-12.5471,-1.7925,-0.19737000000000002,52.6936,83.3034,-96.3559,67.30601819445286,8.34176264359349,-109.25416012003059,43.279463741746596,8.130455589090076,-110.58059627198466,-0.9335319999999999,-3.71379,-2.3646700000000003,-14.0413,4.5677900000000005,1.52336,-8.53203,-12.3285,-3.312
0.29166655,52.409992585068366,144.50016029050155,-93.92681334588569,71.31119016282885,106.74872632227286,-99.61304852056398,35.34105828672051,86.97959112514945,-85.60650211316351,-4.48912,-4.98545,-0.9775219999999999,1.57374,-0.22122199999999997,0.00289268,-12.8767,-1.84122,-0.208169,52.6454,83.2883,-96.5118,67.26599180549971,8.330480115310372,-109.18514692512771,43.25082097172887,8.095457395788202,-110.46161841427185,-0.6286510000000001,-4.03071,-2.55104,-13.9993,4.77206,1.57895,-8.313930000000001,-12.1215,-3.21493
0.29999988,52.362451441524314,144.45435035785758,-93.59446274360232,71.04670327941653,106.80233324676644,-100.06423965339128,35.504570658798116,87.10084998904541,-85.31955822621558,-5.08263,-5.03865,-0.920012,1.77693,-0.24981199999999998,0.00387405,-13.2879,-1.9020599999999999,-0.22157399999999997,52.6224,83.2696,-96.6106,67.24466440821926,8.318683197610056,-109.06359463734819,43.233380720536786,8.061122089222081,-110.30758464182432,-0.34711,-4.21126,-2.66935,-13.9549,4.907719999999999,1.61489,-8.1587,-11.9727,-3.14574
0.30833321,52.33056477799962,144.41514122239076,-93.32885293632962,70.83366109173598,106.8707614298584,-100.58611226005958,35.689781554421245,87.24519313338509,-85.0764936388011,-5.71408,-5.11217,-0.678545,1.72669,-0.24274600000000002,0.0039346,-13.7947,-1.9774,-0.238927,52.6189,83.2578,-96.7688,67.23309804540753,8.31894514981596,-109.0104190036263,43.213469197460356,8.038014200703707,-110.24498421083229,-0.102855,-4.18808,-2.68977,-13.9082,4.94605,1.6232600000000001,-8.09211,-11.9039,-3.1135200000000003
0.31666654,52.32079089730857,144.39754011043826,-93.14432303746841,70.65203152733605,106.97421144086469,-101.21201678365033,35.91036122407716,87.43290621736173,-84.89592230679227,-6.37531,-5.20683,-0.305674,1.48243,-0.208385,0.00317488,-14.383,-2.06542,-0.260549,52.6341,83.2692,-97.0146,67.2350821731293,8.347282864577608,-109.04457135629394,43.200664843413755,8.03994042786126,-110.28112830015513,0.131437,-4.06564,-2.65626,-13.8617,4.94492,1.6205399999999999,-8.074869999999999,-11.8764,-3.10075
0.32499987,52.34695113681667,144.3733827941031,-92.94573223794781,70.52950714696281,107.0823339709914,-101.83180758148634,36.17235572100104,87.64132209648123,-84.7102393228224,-7.0884,-5.2910699999999995,0.0531323,1.10745,-0.155657,0.00196038,-15.0315,-2.16297,-0.285586,52.6912,83.2779,-97.2441,67.27472022711143,8.374296667915518,-109.0650042612497,43.22848412914462,8.042175599192817,-110.31035519903959,0.367128,-3.91718,-2.61033,-13.8134,4.92563,1.6127,-8.079260000000001,-11.8693,-3.09732
0.33333320000000005,52.298528450327815,144.32358856630478,-92.7094382700265,70.37196381743547,107.1733891518953,-102.40779537620183,36.359635073309114,87.85733560320149,-84.5225903134249,-7.87552,-5.33326,0.253878,0.665064,-0.0934729,0.000542496,-15.7189,-2.26688,-0.31296,52.6911,83.2667,-97.4251,67.25508477685656,8.379212406968307,-109.04249264100945,43.20803198122921,8.02893298168108,-110.29938379504404,0.6155,-3.81596,-2.59239,-13.7616,4.90952,1.60564,-8.07753,-11.8617,-3.09322
0.34166653,52.135501489850405,144.26388888174577,-92.47758370204916,70.15880097197667,107.26631211856557,-102.9724960726037,36.45352219827056,88.09624788335941,-84.40099310149314,-8.738430000000001,-5.33319,0.180104,0.0794957,-0.011182600000000001,-0.00101729,-16.4973,-2.3852,-0.344928,52.601000000000006,83.251,-97.5893,67.14893627872428,8.374978078012084,-109.00723071713949,43.11562944619558,8.018209650582314,-110.28089423464628,0.8918370000000001,-3.78343,-2.6280900000000003,-13.7038,4.89158,1.5978299999999999,-8.06443,-11.8682,-3.09135
0.34999986,52.02831784374432,144.19458029168138,-92.27611479495151,70.04950279965139,107.36344807567787,-103.56343615068826,36.630687984657946,88.35841905022248,-84.35264563230322,-9.66688,-5.30518,-0.06328160000000001,-0.652134,0.0916337,-0.00106858,-17.3588,-2.51742,-0.382869,52.5853,83.2301,-97.7697,67.11978134473036,8.36326320413373,-108.9911531347585,43.108688824186906,8.007800555099074,-110.28826338191948,1.1859899999999999,-3.7799,-2.6903099999999998,-13.6417,4.8640300000000005,1.5872,-8.054039999999999,-11.8934,-3.09518
0.35833319,51.96265501554299,144.1076897605114,-92.1201366383002,70.00135320827954,107.45404002969755,-104.21435552473987,36.84857445470955,88.64229895553223,-84.35149026562492,-10.6653,-5.23923,-0.28621399999999997,-1.35715,0.190753,0.00118383,-18.1918,-2.6468,-0.422728,52.6221,83.1969,-97.999,67.13785579960597,8.340574327600493,-109.03116887050005,43.150260284049956,7.985683327522459,-110.3516933940431,1.47104,-3.78692,-2.7396599999999998,-13.5793,4.84394,1.57874,-8.04761,-11.9006,-3.09559
0.36666652,51.97339494274092,144.0134267650214,-91.92534802903755,70.01920435208365,107.54659774392498,-104.86014858679638,37.109750736980686,88.96345108035072,-84.27199126834039,-11.7381,-5.12515,-0.297635,-1.8628900000000002,0.261905,0.00425808,-18.8853,-2.7557,-0.458396,52.7383,83.1627,-98.211,67.22051216963051,8.321731827575263,-109.06553440529234,43.25088899684325,7.95854514039241,-110.40332655960476,1.72012,-3.78599,-2.73712,-13.5207,4.84836,1.57738,-8.046380000000001,-11.8531,-3.08344
0.37499985,51.98957102207197,143.91759624584645,-91.669132839358,70.02789519067622,107.6488713626464,-105.49075251909471,37.337167962087925,89.33370739817283,-84.08776110636937,-12.9423,-4.91771,0.0301872,-2.04354,0.28734299999999996,0.00586174,-19.4215,-2.8404599999999998,-0.48680500000000004,52.8776,83.137,-98.3978,67.2949210024644,8.318208304771368,-109.09328678804327,43.335574192017916,7.932982232947238,-110.4368370273925,1.9131200000000002,-3.7692,-2.63657,-13.460999999999999,4.89839,1.58849,-8.05979,-11.71,-3.0505400000000003
0.38333318,51.84398622933372,143.82377240492096,-91.35391880013206,69.87508308529435,107.76998449343904,-106.09786845928178,37.38582194293212,89.7530210161408,-83.8243866152367,-14.2573,-4.635280000000001,0.578724,-2.01779,0.28373000000000004,0.00590812,-19.855999999999998,-2.9093299999999997,-0.509799,52.8716,83.1232,-98.5487,67.20071386320045,8.330909886820299,-109.09941584315479,43.247481243110286,7.915572520878157,-110.44178158167831,2.06871,-3.74738,-2.47078,-13.4002,4.979369999999999,1.60794,-8.08407,-11.5013,-3.00356
0.39166651,51.736092825098076,143.72558298033803,-91.02260709389805,69.75602837725256,107.90340274957406,-106.70718334189377,37.460316463570436,90.20458497226844,-83.5227805157923,-15.5712,-4.3636,1.16362,-1.9797,0.278366,0.00543173,-20.1869,-2.9619400000000002,-0.527418,52.8873,83.1093,-98.6833,67.13227995163983,8.344820823239653,-109.09147010451537,43.183259173831004,7.898530536036573,-110.43356791894381,2.2181,-3.7300400000000002,-2.31918,-13.3491,5.054790000000001,1.62645,-8.100710000000001,-11.2966,-2.95585
0.39999984,51.77888267813381,143.61564899354255,-90.75642577622592,69.77772403855997,108.0388623369096,-107.38140656296572,37.676261545087684,90.66968861701929,-83.26087615787209,-16.7717,-4.19014,1.59046,-2.12332,0.298552,0.0055327,-20.4123,-2.998,-0.539876,53.0047,83.0804,-98.8599,67.19828423456313,8.3422315477914,-109.11616722818803,43.253741052510435,7.870930123311042,-110.4662743897712,2.39256,-3.72675,-2.26116,-13.3189,5.08814,1.63491,-8.09125,-11.1658,-2.9210599999999998
