Time,hip.X,hip.Y,hip.Z,lButtock.X,lButtock.Y,lButtock.Z,lThigh.X,lThigh.Y,lThigh.Z,lShin.X,lShin.Y,lShin.Z,lFoot.X,lFoot.Y,lFoot.Z,lFootEnd.X,lFootEnd.Y,lFootEnd.Z,rButtock.X,rButtock.Y,rButtock.Z,rThigh.X,rThigh.Y,rThigh.Z,rShin.X,rShin.Y,rShin.Z,rFoot.X,rFoot.Y,rFoot.Z,rFootEnd.X,rFootEnd.Y,rFootEnd.Z,abdomen.X,abdomen.Y,abdomen.Z,chest.X,chest.Y,chest.Z,lCollar.X,lCollar.Y,lCollar.Z,lShldr.X,lShldr.Y,lShldr.Z,lForeArm.X,lForeArm.Y,lForeArm.Z,lHand.X,lHand.Y,lHand.Z,lPinky1.X,lPinky1.Y,lPinky1.Z,lPinky2.X,lPinky2.Y,lPinky2.Z,lPinky2End.X,lPinky2End.Y,lPinky2End.Z,lRing1.X,lRing1.Y,lRing1.Z,lRing2.X,lRing2.Y,lRing2.Z,lRing2End.X,lRing2End.Y,lRing2End.Z,lMid1.X,lMid1.Y,lMid1.Z,lMid2.X,lMid2.Y,lMid2.Z,lMid2End.X,lMid2End.Y,lMid2End.Z,lIndex1.X,lIndex1.Y,lIndex1.Z,lIndex2.X,lIndex2.Y,lIndex2.Z,lIndex2End.X,lIndex2End.Y,lIndex2End.Z,lThumb1.X,lThumb1.Y,lThumb1.Z,lThumb2.X,lThumb2.Y,lThumb2.Z,lThumb2End.X,lThumb2End.Y,lThumb2End.Z,rCollar.X,rCollar.Y,rCollar.Z,rShldr.X,rShldr.Y,rShldr.Z,rForeArm.X,rForeArm.Y,rForeArm.Z,rHand.X,rHand.Y,rHand.Z,rPinky1.X,rPinky1.Y,rPinky1.Z,rPinky2.X,rPinky2.Y,rPinky2.Z,rPinky2End.X,rPinky2End.Y,rPinky2End.Z,rRing1.X,rRing1.Y,rRing1.Z,rRing2.X,rRing2.Y,rRing2.Z,rRing2End.X,rRing2End.Y,rRing2End.Z,rMid1.X,rMid1.Y,rMid1.Z,rMid2.X,rMid2.Y,rMid2.Z,rMid2End.X,rMid2End.Y,rMid2End.Z,rIndex1.X,rIndex1.Y,rIndex1.Z,rIndex2.X,rIndex2.Y,rIndex2.Z,rIndex2End.X,rIndex2End.Y,rIndex2End.Z,rThumb1.X,rThumb1.Y,rThumb1.Z,rThumb2.X,rThumb2.Y,rThumb2.Z,rThumb2End.X,rThumb2End.Y,rThumb2End.Z,neck.X,neck.Y,neck.Z,head.X,head.Y,head.Z,rightEye.X,rightEye.Y,rightEye.Z,rightEyeEnd.X,rightEyeEnd.Y,rightEyeEnd.Z,leftEye.X,leftEye.Y,leftEye.Z,leftEyeEnd.X,leftEyeEnd.Y,leftEyeEnd.Z
1.24166617,7.18494,-3.26065,-3.59466,0.0,3.88251e-19,2.03217e-16,-24.3258,3.63551,9.22262,37.1597,-0.757559,0.194375,-14.473,2.3149,0.915905,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-22.1435,-0.0164378,1.80364,33.4128,0.589411,-0.244741,-9.52117,-8.84,-2.57595,0.0,0.0,0.0,19.8324,1.31181,3.98874,-6.48427,0.611734,1.38119,1.15895e-13,-1.17931e-13,-7.37222e-14,26.0146,-8.30852,-68.2893,-41.8196,87.2494,-27.6875,-10.7565,1.52994,0.1441,4.84253e-08,-2.78109e-09,4.64517e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,4.84253e-08,-2.78109e-09,4.6451e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,4.84253e-08,-2.7811e-09,4.64514e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,4.84253e-08,-2.78109e-09,4.64513e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,4.84253e-08,-2.78109e-09,4.64515e-10,8.3417e-08,-4.79747e-09,8.16935e-10,0.0,0.0,0.0,1.15888e-13,-1.17788e-13,-7.37502e-14,23.3991,16.0756,66.6811,-41.6067,86.8518,-27.7411,-16.0085,-2.31089,-0.32494,2.82606e-08,3.84886e-09,3.06146e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.82606e-08,3.84885e-09,3.06159e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.82606e-08,3.84884e-09,3.0615e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.82606e-08,3.84883e-09,3.06158e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.82606e-08,3.84884e-09,3.06152e-10,4.87148e-08,6.65288e-09,4.88324e-10,0.0,0.0,0.0,9.34638,-3.6409,-6.68223,-33.3683,-3.5123,10.4332,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.2499995,7.39441,-3.1739,-3.46637,0.0,3.88251e-19,2.03217e-16,-24.8717,3.67445,9.11835,37.5923,-0.772635,0.202678,-14.7411,2.22018,0.895418,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-22.9434,-0.00328755,1.64216,34.2091,0.607324,-0.255039,-9.65284,-8.8291,-2.59325,0.0,0.0,0.0,20.16,1.28325,3.84962,-6.67743,0.606375,1.38658,1.65391e-13,-1.18519e-13,-7.00644e-14,26.0753,-8.30639,-68.2476,-41.7917,87.1976,-27.6945,-10.73,1.52607,0.14337,6.03499e-08,-3.09519e-09,4.98348e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,6.03499e-08,-3.09518e-09,4.98343e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,6.03499e-08,-3.09519e-09,4.98346e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,6.03499e-08,-3.09518e-09,4.98345e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,6.03499e-08,-3.09518e-09,4.98346e-10,1.03979e-07,-5.33949e-09,8.77794e-10,0.0,0.0,0.0,1.65387e-13,-1.18382e-13,-7.00306e-14,23.2666,16.074,66.655,-41.5654,86.775,-27.7512,-16.2199,-2.34311,-0.333886,2.89437e-08,3.83721e-09,2.87124e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.89437e-08,3.8372e-09,2.87138e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.89437e-08,3.8372e-09,2.8713e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.89437e-08,3.83719e-09,2.87134e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.89437e-08,3.8372e-09,2.87133e-10,4.98838e-08,6.63066e-09,4.55603e-10,0.0,0.0,0.0,9.32585,-3.63641,-6.56371,-33.7658,-3.51037,10.3506,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.25833283,7.61212,-3.08754,-3.33599,0.0,3.88251e-19,2.03217e-16,-25.459,3.74023,9.02113,38.0832,-0.789616,0.212195,-15.0675,2.11163,0.871588,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-23.7996,-0.0227987,1.4641,35.0846,0.627534,-0.266976,-9.80119,-8.80912,-2.61061,0.0,0.0,0.0,20.4956,1.25094,3.7142,-6.86444,0.599907,1.3863,2.0614e-13,-1.15235e-13,-5.72556e-14,26.1298,-8.30529,-68.2185,-41.7626,87.1431,-27.7019,-10.6828,1.5192,0.142064,6.88785e-08,-3.14785e-09,5.11293e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,6.88785e-08,-3.14784e-09,5.11289e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,6.88785e-08,-3.14784e-09,5.11291e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,6.88785e-08,-3.14784e-09,5.11289e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,6.88785e-08,-3.14784e-09,5.11289e-10,1.18696e-07,-5.43022e-09,9.01216e-10,0.0,0.0,0.0,2.06139e-13,-1.15097e-13,-5.71624e-14,23.1354,16.0707,66.621,-41.524,86.6984,-27.7612,-16.4473,-2.37785,-0.343692,2.77e-08,3.5335e-09,2.62366e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.77e-08,3.53349e-09,2.62381e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.77e-08,3.53349e-09,2.62373e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.77e-08,3.53348e-09,2.62373e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.77e-08,3.53348e-09,2.62376e-10,4.77342e-08,6.10385e-09,4.15911e-10,0.0,0.0,0.0,9.26813,-3.63187,-6.42855,-34.1373,-3.51943,10.2302,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.26666616,7.86882,-3.04598,-3.26398,0.0,3.88251e-19,2.03217e-16,-26.1451,3.88068,9.02468,38.6694,-0.809368,0.223634,-15.4341,2.01824,0.852572,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-24.7321,-0.0765891,1.34625,36.0301,0.649593,-0.280614,-9.95012,-8.77569,-2.62453,0.0,0.0,0.0,20.8053,1.21807,3.65913,-7.03535,0.595704,1.3634,2.3218e-13,-1.09381e-13,-4.34243e-14,26.1457,-8.30736,-68.2262,-41.7229,87.0687,-27.712,-10.6629,1.51629,0.141509,7.46554e-08,-3.12959e-09,5.14392e-10,-0.733486,0.20892,-2.22167,0.0,0.0,0.0,7.46554e-08,-3.12958e-09,5.14388e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.46554e-08,-3.12958e-09,5.1439e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,7.46554e-08,-3.12958e-09,5.14388e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.46554e-08,-3.12958e-09,5.14388e-10,1.28681e-07,-5.39868e-09,9.07058e-10,0.0,0.0,0.0,2.3218e-13,-1.09232e-13,-4.32983e-14,23.0547,16.0676,66.5746,-41.4943,86.6437,-27.7683,-16.6759,-2.41285,-0.353679,2.65447e-08,3.27486e-09,2.35988e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.65447e-08,3.27486e-09,2.36003e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.65447e-08,3.27486e-09,2.35996e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.65447e-08,3.27484e-09,2.35995e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.65447e-08,3.27485e-09,2.35999e-10,4.57406e-08,5.65568e-09,3.72771e-10,0.0,0.0,0.0,9.20669,-3.62151,-6.33942,-34.4984,-3.49172,10.1758,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.27499949,8.18198,-3.07353,-3.27542,0.0,3.88251e-19,2.03217e-16,-26.9521,4.12072,9.17068,39.3596,-0.832618,0.23745,-15.8501,1.9659,0.847158,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-25.7585,-0.187601,1.30546,37.0517,0.673364,-0.296488,-10.0762,-8.70648,-2.62546,0.0,0.0,0.0,21.0684,1.18536,3.72719,-7.18277,0.594718,1.29959,2.37075e-13,-9.79911e-14,-3.13479e-14,26.0994,-8.32247,-68.293,-41.6575,86.9459,-27.7286,-10.6743,1.51795,0.141823,7.64586e-08,-2.99424e-09,4.91577e-10,-0.733486,0.20892,-2.22167,0.0,0.0,0.0,7.64586e-08,-2.99423e-09,4.91571e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.64586e-08,-2.99423e-09,4.91574e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,7.64586e-08,-2.99423e-09,4.91572e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.64586e-08,-2.99422e-09,4.91571e-10,1.31832e-07,-5.16535e-09,8.67216e-10,0.0,0.0,0.0,2.37075e-13,-9.78129e-14,-3.12298e-14,23.05,16.0568,66.5119,-41.4841,86.6249,-27.7707,-16.9193,-2.45019,-0.364407,2.52376e-08,3.05632e-09,1.8719e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.52376e-08,3.05631e-09,1.87205e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.52376e-08,3.05631e-09,1.872e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.52376e-08,3.0563e-09,1.87199e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.52376e-08,3.0563e-09,1.87201e-10,4.34874e-08,5.27773e-09,2.9011e-10,0.0,0.0,0.0,9.129,-3.60213,-6.30604,-34.8106,-3.42059,10.193,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.28333282,8.53204,-3.14255,-3.33401,0.0,3.88251e-19,2.03217e-16,-27.8462,4.43448,9.41063,40.1341,-0.859094,0.253607,-16.3204,1.93321,0.849064,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-26.8637,-0.349817,1.29673,38.1516,0.699459,-0.31482,-10.1945,-8.61083,-2.61789,0.0,0.0,0.0,21.3068,1.15115,3.87003,-7.31358,0.595135,1.20853,2.25622e-13,-8.14738e-14,-1.64878e-14,26.0132,-8.34635,-68.4007,-41.5751,86.7923,-27.749,-10.6945,1.5209,0.142381,7.4409e-08,-2.6725e-09,4.43295e-10,-0.733486,0.20892,-2.22167,0.0,0.0,0.0,7.4409e-08,-2.67249e-09,4.43287e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.4409e-08,-2.67249e-09,4.43293e-10,0.965184,-0.102902,-2.90554,0.0,0.0,0.0,7.4409e-08,-2.67249e-09,4.4329e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.4409e-08,-2.67249e-09,4.43289e-10,1.28354e-07,-4.6105e-09,7.82234e-10,0.0,0.0,0.0,2.25619e-13,-8.12532e-14,-1.64029e-14,23.091,16.0401,66.4363,-41.4854,86.6276,-27.7703,-17.1795,-2.49023,-0.376092,2.29631e-08,2.72968e-09,1.21076e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.29631e-08,2.72968e-09,1.2109e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.29631e-08,2.72968e-09,1.21088e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.29631e-08,2.72967e-09,1.21088e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.29631e-08,2.72967e-09,1.21087e-10,3.95688e-08,4.71358e-09,1.78388e-10,0.0,0.0,0.0,9.02435,-3.57738,-6.29725,-35.0797,-3.32912,10.2343,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.29166615,8.89427,-3.21948,-3.40826,0.0,3.88251e-19,2.03217e-16,-28.8012,4.79433,9.70417,40.9889,-0.888239,0.272168,-16.8207,1.87818,0.843572,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-28.0196,-0.520539,1.30637,39.314,0.728561,-0.335215,-10.3464,-8.5319,-2.61949,0.0,0.0,0.0,21.551,1.11505,4.02756,-7.43925,0.596171,1.12117,2.08701e-13,-6.62003e-14,4.0009e-15,25.9232,-8.36,-68.5129,-41.5033,86.6597,-27.7663,-10.731,1.52621,0.143369,7.11656e-08,-2.32026e-09,4.05369e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,7.11656e-08,-2.32026e-09,4.05357e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.11656e-08,-2.32026e-09,4.05365e-10,0.965184,-0.102902,-2.90554,0.0,0.0,0.0,7.11656e-08,-2.32026e-09,4.05363e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.11656e-08,-2.32026e-09,4.05361e-10,1.22825e-07,-4.00288e-09,7.14935e-10,0.0,0.0,0.0,2.08696e-13,-6.59359e-14,4.0474e-15,23.143,16.0335,66.354,-41.4872,86.6308,-27.7698,-17.4244,-2.52802,-0.387355,2.08736e-08,2.41731e-09,8.06196e-11,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.08735e-08,2.4173e-09,8.06316e-11,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.08735e-08,2.41731e-09,8.06318e-11,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.08735e-08,2.4173e-09,8.06345e-11,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.08736e-08,2.4173e-09,8.06284e-11,3.59744e-08,4.1745e-09,1.10921e-10,0.0,0.0,0.0,8.92899,-3.55174,-6.31443,-35.388,-3.21329,10.3255,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.2999994799999999,9.24398,-3.2706,-3.46759,0.0,3.88251e-19,2.03217e-16,-29.7912,5.17152,10.0086,41.9196,-0.919493,0.293168,-17.3266,1.75838,0.814521,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-29.198,-0.655229,1.32483,40.5231,0.761388,-0.357328,-10.5733,-8.51298,-2.64823,0.0,0.0,0.0,21.8315,1.07669,4.13978,-7.57124,0.597046,1.06848,1.97197e-13,-5.85421e-14,3.2963e-14,25.8655,-8.34443,-68.5924,-41.4701,86.5987,-27.7741,-10.7912,1.53497,0.144987,6.93874e-08,-2.0934e-09,4.13617e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,6.93874e-08,-2.0934e-09,4.13603e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,6.93874e-08,-2.0934e-09,4.13613e-10,0.965184,-0.102902,-2.90554,0.0,0.0,0.0,6.93874e-08,-2.0934e-09,4.13609e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,6.93874e-08,-2.0934e-09,4.13608e-10,1.19823e-07,-3.61126e-09,7.2814e-10,0.0,0.0,0.0,1.97191e-13,-5.82439e-14,3.29859e-14,23.1716,16.0531,66.2715,-41.4781,86.6138,-27.7721,-17.6215,-2.55854,-0.396638,2.01216e-08,2.24155e-09,1.08792e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.01216e-08,2.24155e-09,1.08804e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.01216e-08,2.24155e-09,1.08805e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.01216e-08,2.24154e-09,1.08809e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.01216e-08,2.24154e-09,1.08801e-10,3.46934e-08,3.87175e-09,1.61024e-10,0.0,0.0,0.0,8.8792,-3.52965,-6.35902,-35.8177,-3.06865,10.4932,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.30833281,9.57897,-3.29718,-3.53462,0.0,3.88251e-19,2.03217e-16,-30.8191,5.58321,10.3673,42.9409,-0.953728,0.317175,-17.8428,1.54929,0.75195,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-30.4147,-0.698543,1.41264,41.7931,0.799235,-0.381905,-10.8814,-8.59149,-2.71674,0.0,0.0,0.0,22.1658,1.03792,4.21333,-7.72347,0.600253,1.0649,2.00452e-13,-6.43037e-14,8.37716e-14,25.8508,-8.27343,-68.6215,-41.4987,86.6513,-27.7673,-10.8872,1.54897,0.14759,7.19099e-08,-2.1605e-09,5.22244e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,7.19099e-08,-2.16049e-09,5.22229e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.19099e-08,-2.1605e-09,5.22239e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,7.19099e-08,-2.16049e-09,5.22235e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.19099e-08,-2.1605e-09,5.22234e-10,1.24265e-07,-3.72623e-09,9.16657e-10,0.0,0.0,0.0,2.00446e-13,-6.39861e-14,8.37926e-14,23.1768,16.1243,66.1711,-41.4512,86.5637,-27.7785,-17.7722,-2.58193,-0.403817,2.27015e-08,2.38887e-09,2.75777e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.27015e-08,2.38886e-09,2.75788e-10,0.731801,0.0259123,10.2786,0.0,0.0,0.0,2.27015e-08,2.38886e-09,2.7579e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.27015e-08,2.38885e-09,2.75792e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.27015e-08,2.38886e-09,2.75786e-10,3.91768e-08,4.12794e-09,4.48155e-10,0.0,0.0,0.0,8.92076,-3.50736,-6.46097,-36.4486,-2.85754,10.8066,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.31666614,9.91097,-3.31372,-3.61574,0.0,3.88251e-19,2.03217e-16,-31.8942,6.04054,10.791,44.0499,-0.991545,0.344688,-18.3785,1.27693,0.663122,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-31.6771,-0.686231,1.55943,43.1261,0.842117,-0.409753,-11.2499,-8.73627,-2.81457,0.0,0.0,0.0,22.5346,0.998256,4.27281,-7.88621,0.605312,1.09187,2.10515e-13,-7.87187e-14,1.50705e-13,25.8593,-8.16415,-68.6225,-41.5691,86.7812,-27.7505,-11.0118,1.56713,0.15103,7.66063e-08,-2.39607e-09,6.97263e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,7.66063e-08,-2.39607e-09,6.97246e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.66063e-08,-2.39607e-09,6.97256e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,7.66063e-08,-2.39606e-09,6.97252e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.66063e-08,-2.39607e-09,6.97253e-10,1.32479e-07,-4.13149e-09,1.22096e-09,0.0,0.0,0.0,2.10511e-13,-7.83895e-14,1.50734e-13,23.1738,16.2315,66.0557,-41.4138,86.4944,-27.7874,-17.8906,-2.60031,-0.409445,2.74363e-08,2.74273e-09,5.39081e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.74363e-08,2.74272e-09,5.39091e-10,0.731802,0.0259123,10.2786,0.0,0.0,0.0,2.74363e-08,2.74272e-09,5.39092e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.74363e-08,2.74271e-09,5.39093e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.74363e-08,2.74272e-09,5.3909e-10,4.73902e-08,4.74164e-09,8.99911e-10,0.0,0.0,0.0,9.0223,-3.48412,-6.60977,-37.2173,-2.59139,11.2365,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.32499947,10.2363,-3.30616,-3.6571,0.0,3.88251e-19,2.03217e-16,-33.0019,6.50336,11.1829,45.2155,-1.03186,0.375474,-18.9154,0.974646,0.557741,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-32.9447,-0.712131,1.64585,44.489,0.888721,-0.440474,-11.6801,-8.88781,-2.92478,0.0,0.0,0.0,22.9129,0.953702,4.28533,-8.03544,0.606974,1.13081,2.12328e-13,-9.23013e-14,2.07964e-13,25.8818,-8.06269,-68.6189,-41.6439,86.9206,-27.732,-11.143,1.5863,0.154727,7.86915e-08,-2.51495e-09,8.42203e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,7.86915e-08,-2.51493e-09,8.42186e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.86915e-08,-2.51493e-09,8.42195e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,7.86915e-08,-2.51493e-09,8.4219e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.86915e-08,-2.51493e-09,8.42193e-10,1.36154e-07,-4.3354e-09,1.47238e-09,0.0,0.0,0.0,2.12326e-13,-9.19635e-14,2.08006e-13,23.1509,16.3291,65.9632,-41.3759,86.4243,-27.7963,-17.9629,-2.61153,-0.412867,3.07215e-08,2.97098e-09,7.72663e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,3.07215e-08,2.97098e-09,7.72674e-10,0.731802,0.0259123,10.2786,0.0,0.0,0.0,3.07215e-08,2.97098e-09,7.72673e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,3.07215e-08,2.97097e-09,7.72673e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,3.07215e-08,2.97098e-09,7.72673e-10,5.30948e-08,5.13805e-09,1.30181e-09,0.0,0.0,0.0,9.10434,-3.46892,-6.74611,-37.9916,-2.34147,11.6582,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.3333328,10.5511,-3.2604,-3.60512,0.0,3.88251e-19,2.03217e-16,-34.1285,6.92926,11.4419,46.4066,-1.07341,0.409072,-19.4352,0.676296,0.447193,0.0,0.0,0.0,0.0,-3.88251e-19,-2.03217e-16,-34.1771,-0.875324,1.54272,45.8482,0.937492,-0.47336,-12.1734,-8.98631,-3.02878,0.0,0.0,0.0,23.276,0.900237,4.21802,-8.14718,0.599979,1.16308,1.90833e-13,-9.55657e-14,2.29753e-13,25.9089,-8.01519,-68.6341,-41.6865,87.0009,-27.7212,-11.2591,1.60326,0.158045,7.33806e-08,-2.23193e-09,8.60595e-10,-0.733487,0.20892,-2.22167,0.0,0.0,0.0,7.33806e-08,-2.23191e-09,8.60579e-10,0.731801,-0.0259123,-10.2786,0.0,0.0,0.0,7.33806e-08,-2.23191e-09,8.60587e-10,0.965183,-0.102902,-2.90554,0.0,0.0,0.0,7.33806e-08,-2.2319e-09,8.60581e-10,5.47488,-0.417314,-7.73091,0.0,0.0,0.0,7.33806e-08,-2.23191e-09,8.60585e-10,1.26982e-07,-3.8463e-09,1.50225e-09,0.0,0.0,0.0,1.90833e-13,-9.52179e-14,2.29802e-13,23.0965,16.371,65.9311,-41.3474,86.3721,-27.8029,-17.9755,-2.61348,-0.413433,2.89526e-08,2.7415e-09,8.50485e-10,-0.733487,-0.20892,2.22167,0.0,0.0,0.0,2.89526e-08,2.7415e-09,8.50496e-10,0.731802,0.0259123,10.2786,0.0,0.0,0.0,2.89526e-08,2.74149e-09,8.50493e-10,0.965183,0.102902,2.90554,0.0,0.0,0.0,2.89526e-08,2.74149e-09,8.50492e-10,5.47488,0.417314,7.73091,0.0,0.0,0.0,2.89526e-08,2.7415e-09,8.50495e-10,5.00516e-08,4.74238e-09,1.43938e-09,0.0,0.0,0.0,9.08738,-3.47071,-6.81058,-38.6396,-2.18333,11.9394,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
